phone_no_m,city_name,county_name,idcard_cnt,arpu_201908,arpu_201909,arpu_201910,arpu_201911,arpu_201912,arpu_202001,arpu_202002,arpu_202003,label
7d0839d0c75a51ddf358b2f983c1629ff81493c3fd5316409f6be475122044891d0981888a1671d6a10d1789de4c8bcdebefceab8be3ec06159a277ae44721f8,成都,彭州分公司,1,67.68,17.82,16.62,15.54,46.25,46.56,49.07,20.1,0
6e8419e4971afad55ae4e925050579c77a9d5f27af95aeeca41bc115f113cf5bedaf4572d551c3ce10758d2c4c209a811d4c014fb88d0d55e8e874971bb5cfe7,雅安,雨城分公司,1,142.61,141.54,170.89,171.79,175.04,175.55,171.76,174.8,0
152a6270ae3df6e66c5595dfd3d1f5c30e7db84f423309326ae0bd6f93a16f65793dcabd9fec05a865de97d24ac2f2be4127a2b167a4104d9c47a5debc132238,成都,青羊分公司,5,10.53,50.74,40.57,69.1,69.1,69.0,69.0,69.0,0
8a0dc8c1099503ecd0b27ca5bdc047fe41b67487edf074a270e4a82017eed05ced861c6be6a408b4bcd3a6c248b98a28d234597fcbadfe7f49cedd0b1d74819b,遂宁,大英分公司,2,71.1,70.8,70.4,71.7,71.6,71.4,69.2,69.4,1
eb60b383d6da7fae42a938bf2fe2918b996592dd4c3b6a3804d677e609fcf298a7d253c8cb57dfdc34304272151c4b65b2ed8f7415a67c1dac62952243835cf4,成都,成华分公司,1,34.96,17.52,10.63,13.93,36.38,15.12,33.02,32.27,0
99817119cf4ec57aa4c1780f34e456b0674ed100d9b13d236cdd68c14095904068a41a454f7929ee4b472fa638f73175f2b7d698d289d97379a913e3c784df79,雅安,名山分公司,2,15.65,23.0,23.0,19.0,19.0,19.0,19.0,19.0,1
3261830fda6fdc5ae59356da8445067d8aa98ad8db281428ee1649ac59e2364d0a9a7b9257eca8f65b31a260dcee613bfb6221eb35217f06661464b39e3275b1,成都,郫都分公司,1,11.0,11.0,11.4,11.0,11.0,11.0,11.0,11.0,0
0df3bea8d51a245ab8e820e936a485957acf5ae78fe176ea8c335b35066836f728ab5c7dc7667bdf4f5b5ddea60940ce58e437adc93ebce54a5acf474bcc0281,眉山,东坡区分公司,2,273.4,243.8,243.9,243.6,244.28,243.6,243.5,243.7,0
d6326a9fa25a790f9c014cd6e42f0d503dc75960e908d994dd4fa9d68cf29f8f0a84e480ef5ce6243aa5f3b45137149799c94728a4bcb508e8138f7382516d1b,成都,都江堰分公司,2,66.04,45.33,49.33,4.16,2.16,2.29,2.19,2.19,0
f0c1c3166517dde4d24799e5f8c03bc5b2b8657da6087b91127821b16c273d2019a63c0376b63370c82f346e9719ceee9142b5233c1b67803857d50a634fe1c4,成都,高新分公司,5,,,,,70.87,,,,1
80e74e5de6d5513d2dd95e825ba81cd22eee5c9e24360a866374a6bb90dd0ce0f1801c5a88558c7acabeecd8e56fe0bce17e714810215f052099aa5454784aad,成都,简阳分公司,3,,,,,,17.09,39.5,39.5,0
d2768535cec412ad863a8cc78a82c22abf3bd3826253abdd3123f75cdc27f3778f0d5a1ed50c86af85d8a5f8996cf2344f2cdf2511b5df29555ca37d776ceba3,成都,成都直属部门,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0
9d33b17367c9130db33964cf825fdbc6b715a13e627d32718d0df96bf10ee454d4e52c6be56264c946936c5d541bcafb64ba290486a14987b58cd5a64d2d2875,乐山,嘉州分公司,1,,,,,2.11,35.0,35.0,35.0,1
0bafca60caecfd2e9336ef963c636edeea328553845f97175c451c87119d066fc88d74e7832d3af4774fd5b222c2f6c18314d9195d719a83af797b324dfb705c,成都,高新分公司,1,57.4,57.2,62.1,70.67,71.55,65.84,57.0,60.42,0
80195313e234eedda7f1f4cb95af0cbfa1b814cc36c0a8c36efa7ad0c72f6f4b476bbf3aaa6377708fd63a9dc48a5d57422204d6d207bc6a98be4dbaa0ecc07a,阿坝,金川县分公司,2,97.02,108.79,102.69,95.91,71.25,74.18,68.01,89.38,0
f3b5efab907483ed37eef0bb398aff73be9d735ad1117e31a87360f9a5dfc9ff143bd553b373616acdea41215bfedc34ab297cda371aa24e39271589ab3c5fbb,,,1,,,,,2.0,20.0,23.1,91.0,0
74ee782983b7173bbc0ce18a902f2e2237f1ab43cfc7b48ed24a4f74fdc0800c9b0ebb66ba64fa2b305d7b38a16cf34186af0ff5828165f686d9a0943c9db902,内江,资中县分公司,2,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0
d25c6d29b64d2a13c9cb93bacadd5e8a0190a51bac8ed1e49e71af5868c13e779fef710bff6b64c953935967b4ba7d3360faa5e458224edc5fcb1188fefe1205,天府新区,双流分公司,2,,,,21.05,130.72,19.0,19.0,19.0,1
cbdbaa3c603d44f19015683773c1942835a16e9c303c5bfc27abb055121adb28af3339de12c53da25257bea1fd1138017b7d88a1a7b2b7cab0c6bcc68ec93283,泸州,龙马潭分公司,1,173.9,173.9,175.0,175.0,175.0,175.0,175.0,175.0,0
dc228a31e423aae8321f6635937234e247a238757b2315a0312ae935f5aad374f9136651e8bf25a93959e6953a938cf094d763a2ab21516dbd817970d01580d4,德阳,中江分公司,3,4.68,1.27,1.04,1.0,1.09,1.04,1.0,1.17,0
eb09edd28de872e9003523962d483d34f1652a2c7345f0762c926231e38fed66d5d38474d0883a1e9c435c0e3b6f7b0142b3abeddcc6202f7b13e415fbaa7105,乐山,犍为分公司,1,60.0,60.0,66.27,61.67,73.94,17.0,17.0,17.0,0
fcf4a62ffc584f710b1f34229000e353b355ee1c83b7d75310792d5c46c60db174cfd02a239fa6903c027caf2e0b444fd0b4753425f3fd3de945fb114080fe52,凉山,冕宁县分公司,2,78.1,78.0,79.3,78.0,81.5,78.0,78.5,78.8,0
c6fd2ca30e4e8fd814dd67f224b46cf5fd8db6380729144b8c4b84e04ce83658b73f922cea071ec9e21db61c189c4c23d4d976b1fbe0cd9261a21dbf074d3403,遂宁,船山分公司,5,,,,19.48,16.6,18.06,42.71,17.57,1
e53ecfc2f4224b751b06e5de370652a4c47e648ed342776c205521eceb7f2d7926770d53fe3519fe6d020c4136c1d65966b79b6bc6f2e09ff8fdb8c408fd4a77,广安,邻水县分公司,3,58.9,58.9,59.0,58.9,59.0,58.9,58.9,59.0,0
56b97ba8531385cfd71a08a0ac0f43586261e0dc658e9ee7633ca62ad9168448aae9dc41f64aff400d18203415f118491648cc1a70b23e63280d075fd23f4a7d,天府新区,龙泉驿分公司,5,,,,207.1,,,,,1
0670548f3b91a923e74e07e8cdcda91d70afacbe6723730e38c9234a1ea57e08629f8695f80f131843cd69a4c02c13d527ebb37f56c888df7bbb78adae989a81,成都,简阳分公司,4,,,,,36.96,19.0,,,1
6e11b457677a8d75ae31eaa6244bf47c01b48542a2ee3274115076f211beb5ec17043c0ef293387e9383da1aefc7b10a22886223fd5a59a6adbfbffd658c9b11,绵阳,梓潼分公司,1,,,,,,45.18,34.6,24.6,0
f7f587212b07a6e94f37511b47b366432c8f3791063c42a860a767a982d46e0b9a58fbf92c807861c5d267fccfd9f90f0670ec080fccf260aa599629d5b09fc5,内江,东兴区分公司,3,,123.92,14.0,14.0,23.46,90.81,201.71,833.5,1
7b90a55c789fb93970870f549cade33b706889a7978e1517d155de382e9a65708f7b6d30fda49d31124c7e591bb86343cac43675ff68fea57e31b4e0d5304636,天府新区,龙泉驿分公司,2,,1.0,1.0,69.0,69.0,69.0,69.0,69.0,0
ec3e6aa7e62d2ab44d693119a0cf0f6f3a72cc894e11faf269f017e56f8f12fb9d9ff3efb4105b24c96fe9971f1773f72445bcdc44a2a4f85a322ae12600d0c5,成都,简阳分公司,1,47.57,44.1,36.15,34.7,49.11,59.0,59.0,59.76,0
a99afce2eecf0fa49f8600cc470b1f18e32115c63ff32f072b2456c848f7ca3574402e65b3aa2fc6ca95098a02ae3531ce229ea0c9da46eb962854480d1d0182,达州,大竹县分公司,1,236.28,205.4,204.0,203.2,205.0,205.0,205.0,205.0,0
8ed2d04bf8ba52e60c642ec9a287c1f4e6162263a17954199b09be042e1f3fcd7621ca52d198762c17d4aea482dd17ca082dce27a6928cbfb9c8c039f95ef26b,遂宁,大英分公司,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0
f90a6b7326cf80df45dc941088dbfe6f056b7a11e3ccd3b9e68269ae5f72c4c9133fc9fe0402f18bc59996290616f391602b21c41a5c7e75597053a569fd8dc7,达州,大竹县分公司,3,,13.0,30.68,37.69,25.46,,,,1
06b852e3713b11c580e84f9d5e3452ff2acfeba1b10428f61db023f52130d8ca7380567880fd923b93337e5f8d0d38cb31427ee6bafabc254903263ba611257e,成都,金牛分公司,4,11.0,12.1,11.0,11.0,31.9,16.85,11.0,11.0,0
86cf26714084bcda0c71b100da927480f73117c8c2ff69dd3fb0b8e568d28f617a0ef0e6844ed570041f02c6ed0791f6c81b52f50cd29f6a02f3562271ce5401,,,1,105.81,106.71,106.6,107.9,107.1,89.3,89.2,20.1,0
e45a89fb3cda5cb3b1b45519a570b878ce1810803a6d746214304507f9e0853ef2c28b1aac3701c0dc7194ae54336895c6cfa4e104fd6ea36b0195a5f67926e2,绵阳,盐亭分公司,1,71.8,71.5,71.0,71.3,71.0,72.9,73.9,72.1,0
289cd5ae0d952852c4fd066fe65815fc7ab96ad1e2a0322515f67befa7eb7016f5df33a74db8699ed1af87d5cb01168db012c67dc6ba6aa7ca095cec3e9fc08c,成都,高新分公司,5,,,,,190.17,105.45,19.0,19.88,1
15337ceceee86707f2fb1e4c4b39bdfe5b81de3191383438759e7089504402afc7e66a2db9ddfd0a4709ca9fc65569f63dca1e7edbb6ed1d388b105cd9a77fc9,乐山,井研分公司,3,332.81,324.2,363.18,364.84,352.92,353.58,350.12,352.01,0
11f0774a177282137eb5222b1d20254729c6199d4733b0a78c6deaa28ad0a912c16d176395ea37dae1c1e38408ec601fd37f7022a81af413196b02143c779b73,德阳,中江分公司,1,6.0,6.0,6.0,6.0,6.0,6.1,6.1,6.2,0
bb88d403337e55bf2b07db99632f233a21a0e12c9a82e28952b591f16e39285f78d615ee96bddf9b284eacb8030d11375bc2b70fbca44e6bc8a0ecd5e6960d22,成都,青羊分公司,3,128.7,129.3,128.9,130.1,129.2,146.96,128.8,128.9,0
da07c5fb95ef8342734c7106b9832198b5582d7468d190eff3febe04b6ac2b0ee97fa99396fa1f08b6649c9e0949640a31b4387c234e27f188397acefda7b3e4,遂宁,安居分公司,2,17.99,14.57,15.9,14.57,38.64,26.02,13.28,12.71,0
68e2642ba3dcb12361ad9a2bb2fee7b8a6ed700267c7de0e1beca807228e000a5edbf72a21b3909501fa6fd60eb37158d919c3b4812471f9353d08fc16485b66,成都,崇州分公司,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0
919c866af1409ead6c81a56e2205f39063c76b4b095ba7801890726f03f54513c36e9a7fa05ab35f34f17254854fb4769def054e9e1a4298f965992e07177968,达州,宣汉县分公司,1,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,0
c681835ea10112faaad9078d79e6f3243b1fdb82649a0374f9d73b213034f38a3aaa9cbadd6013e9af2e9cc50df1bff5c3d4808d6b37f4a028492a89dcb6168f,天府新区,直管区,5,,,,80.0,,,,,1
ae60700712feca428747e7bcdf0c68c7e5756846247b315123d8167f8b4feba4f8acc20922e489ecd66eaff078365bc7c3c4c98263ceaab608c0c486f2bbe039,成都,武侯分公司,4,,,,178.45,19.0,19.0,19.0,19.0,1
15584cb7c18ff5c569bc8041a3de61cb917a297651a87a5270e3f4277229a8b0473b78f7f1eb2b9baa65e43dff44d188e1e0363f2f8cd96848cb8f29214a95be,眉山,仁寿分公司,2,,,,6.81,61.49,57.81,61.31,113.28,1
b5198e859927502d65b55e4746ea129a83f9d34715c3429a74710625d2700739c75837debc9e25db2e72acc7f9aa756f11fcb0310bedbb7ec42ee75d3e2b35fa,天府新区,天府直属部门,1,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0
116c024a71e5e497ca2b528ead8062e69883a8731d7aba70969a00a9cb03a3044238d78b73eed18317c1197fd16fb845c3fca5d0b5ad3aff2b7d4d0a64d79cd4,遂宁,船山分公司,1,71.7,70.6,102.7,70.5,100.5,70.5,70.5,,1
93db97fe989ece501d7925bad4fdf552d6e6ea0acbbbe689d05361c9a513fac2bb7d959435f668c38e159f6aa5345fe1d8059cbcb8483336814c663360a59ffd,,,2,,,,,,,,,1
59226c0b70f4c51943dac2f079caa0696cb8eb5007cbd9d55876fd76a195dbf8ffeac2c965f5680e7cab5a07d34dbc3fa83902d8776fda7f831aa03c4d0bc20c,成都,青羊分公司,4,,,,,,,,136.37,1
74cd93b7343d241ad882fa7487ed0139a1bd55db518003c2ea390e1835dbc4fb0425a49ce38496b11ba6b330dffad4071038f64e618c8f6a147329003b28c48e,巴中,通江县分公司,4,102.0,102.2,102.0,102.0,102.1,102.1,10.0,10.0,0
98f929d12ad03b5ffac9ac6b70c605993c9fa2ac5e783a7e9f042c4d700952b72b1532a54ea25608b16342f55db9562f48ad992400fb5fee664655560a4423bb,达州,达川区分公司,1,72.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,0
e5e790e1179bf4a433a1c40594bde0fec95b421509b5cb576959205e026cf9d52f3c151d95784b036c0c8289bb69fc9e4cd0af9241996b75f7aa1be217510ca8,内江,资中县分公司,3,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0
5497aa76f462f13a7312982faab118953e56122cabfcb259f89d9d131b8cd6b741cd28c70d25e60f8f147b302d80bd9742706d256c9125e4b93fa9e94e4cd158,,,2,,,,,,,1.0,42.01,1
1150eaa2f6ba302a1b261c93f322df9a35a34ebad26ec18a5734e59eff0144bd814e9b38e2304fe53301e687a67d2556eed68f84bb134add029f30066ba67363,成都,高新西区分公司,5,,,5.14,128.25,,,,,1
eeb9958e85143a908fcedda9b0de28f52b77236b0f31f8d7be2f4b530774931e1b05a774f19ada0f5e297f44e3b97c01294522ef111f957b756801782848872f,广安,广安区分公司,2,,,,,,,,16.21,0
1769c44ed74fcaf8bcc96af973903b9b7f3eb89c0b2725a306e048f758d18d951de649dc8cdef9b23882db5f6f820019e19b5a3f95a62617b9ec0f6f364f878a,广安,邻水县分公司,1,,,,,35.42,70.6,70.6,70.6,1
7ef06bfaf934fafd75375ebd6690d97189eed3920ad589a7585f0ccbd1bef1478e891fc8b691231c1a34665546cbd215425c6854febc23e7b65fcb45eef2b611,凉山,宁南县分公司,2,24.0,25.9,17.6,21.7,12.0,20.2,23.8,18.4,0
fa6dd823e151715b660f4f36aa722cee6c12a7468bc615677ca202da0e2d1669b80fdbef181164835268d34e73fe6281e7f72a57ea8dc38d2c5e5c81333ab557,自贡,沿滩分公司,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5,0
f4e02d763eb9566100e96d50b57ae2b33269a6459dd7c1fba7000a97c63e1669f16149069b251bc22f0dba8de8f63277158a48bdaffd1101cf916023f8e73d0f,绵阳,江油分公司,4,61.96,61.96,61.96,61.96,61.0,61.0,61.0,61.0,0
751687552ce88d4370575c6ddeb568bb205fea2da82ca138be8716db11a28b004466084790d58c745601490100e8123c3188983e3d0d9305e6e0addf90b1677a,成都,大邑分公司,2,,,,,,25.54,13.6,13.6,1
c18b70e5cc2a8e6b3f7021716b94f7777e49f45e2ac143e989de7c5f45b811419a7af54ba3a685affd8922cab6956af45e7756782b685f7ea3ba74e6cc02a851,成都,郫都分公司,4,,,,8.91,21.0,58.74,6.0,21.0,1
af0df7cce25252d7eedf33fd6c5689e592bf8190f34dc67c3c826da94af0466f4e8c2aa33bae6d41ef7553b426957abf007a1d742d200937520607872136dc70,成都,武侯分公司,1,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0
fd76eda0acba717d616978c2f03146574bb17ff0584a8819a701dbc8b670fbcff72552641f77da06cc4c3d014fef8fac3275a59120cfaaf1d3787a1c45a036f1,成都,新都分公司,2,23.0,23.0,27.9,26.66,23.24,26.8,23.0,23.1,0
578da0877d7b51d4b7b8bad3dd762e2b7741765614179d9eb5fde9d1612823e4f51cc9fe4176fbbdb59cb360e4078f7919f697699e87a0b265ccf328ba46aaa1,成都,成华分公司,1,26.88,21.82,11.7,14.94,14.58,15.4,12.42,12.96,0
7b26ca5eb288a0684829462d3e57d5299d2b77f98179a04be66e6059fac0db8399c88468dbcc6c7f8abd148d733b9672d70f006f01e00ab65fcf2e4c295c6918,巴中,恩阳区分公司,1,11.76,14.6,9.0,4.0,12.0,12.4,12.0,9.0,0
a68f57f587165531c01b31f2db78d225e73cae8225a32bf1586aebf1dabf269d4252074f95e8bac25e6914170a20d6950efe22011a594f5d5574aecf9b3528a5,天府新区,龙泉驿分公司,1,1.0,3.22,3.25,4.09,7.99,14.31,1.0,4.09,0
7f730e940e6066a39e3696d677a1e7d8a9599c7967f06f83024919632cc37b65f2a53d22f05eb8b1cfb4d0b7572916cfd70f0055b26a9c65b4bfaff940b8a49e,遂宁,射洪分公司,1,70.93,64.18,58.45,80.06,86.06,70.62,54.53,68.69,0
fef0230054eac8b3478b6ab13799a0ab801018091193670eb4fffb564b078ed2bccf2544f73ae0921a28ca13a80daf286a367179e5a2685f368a3ca34df78793,,,3,130.0,130.0,130.0,130.0,130.0,148.06,148.06,146.06,0
ba95f8f9a0c0a73c9f218ff0a2a443d512c3faadd4640a8b291b790a4f7a1bbff3e6a48378b0a522fa8edd56e9319a789559ae4ea4ddbb28498b3614c573292c,成都,高新分公司,1,32.78,21.0,21.0,21.0,21.0,21.2,21.0,25.18,0
6a890be7ac4bf9b7ee331d260546f46e1a69342f39b982a07abf27f3bbab6fa674eaa14166dfc7e92ce428e141afd72008bf2535275673fe8cc8d926808445ea,雅安,名山分公司,2,15.95,2.9,1.0,10.88,4.92,14.49,27.73,16.0,0
4cbe66bef1a6bed78bd00a25cc0992d16f7384494f0722bbb41e3e3382e73523f28211759ae6b476c09f25b31fd9e9656578ed550f32c99e8cf63e8ec2d4d027,乐山,嘉州分公司,1,,,,,2.11,61.3,35.0,,1
df1599809490df6e9da8a55b1c9ef40eadefd89565ce947930ba3704f709d95d10eca562d7da6fa4204be16fe3f228d54a9047bada880926e70329cf748ddb75,阿坝,茂县分公司,1,91.16,112.54,141.59,79.78,105.63,110.76,40.0,40.0,0
a4b3dd1f0e45874c2957a12e16a4a7ad5bc3bc35c7c91f6068b7ecf884b4cdb6bd82fa000d5b61f53ca5a6494923d4d08ae73a259e322b3372399677dc730cc4,绵阳,江油分公司,2,,1.0,19.0,19.0,607.8,,,,1
da968b5df99e3461416e26d92f3aea48dcf844300cef3d95799ebf59c7a10163a5787ce58cc330d5055e09cc58cff98ff0cfbe379627f96147b50e586600f2a4,天府新区,天府直属部门,1,54.81,106.0,198.45,146.42,150.73,86.25,83.99,148.28,0
9af190928f6ace294c2a050eecc60dde79b77c59a0054d3e2e4805deb450de7795405d74e049bd5169f395a75bf5f722ba43746b56bd4ac842f75401cdeea221,成都,武侯分公司,2,1.4,1.1,1.3,1.1,1.0,1.0,1.0,1.0,0
5c43795e16e7cdb6fe9139aae2d865682bc861603f587a22842c37323f94de698f7bb24eb180335187315ed356c1f09894699d25d753aa9f18c708e80064e128,达州,达川区分公司,2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1
ebd5e9f5e3bab9a6fa8b45308878530b1cd59ef60f7126df8f7da92a9e2f31f99806be68735f45c8cf622633810c848906a62ac11556e58581995e09b04b1cee,绵阳,梓潼分公司,2,77.0,77.0,77.0,127.0,127.0,77.0,77.0,77.0,0
19cd975f0887ed500181b1d672edab547df9a6d9ee26f55e4178b7dc363bea3af66921c6d638b5a41149f0e834c4374effe11aa4fb4f8ca8401949501dce8952,自贡,大安分公司,1,43.49,43.33,41.88,42.31,41.66,50.1,41.42,42.32,0
bdc4c6065d6b2caea3cc08813944e04ea6fdfbc65e35f9f46b371be60e1b49b9dcd285e39fbafb6b2142732ed3ba3acecabbd0bb0698c6b7849cbe414de33357,达州,通川区分公司,2,40.0,40.0,40.0,40.0,40.1,39.5,40.0,40.0,0
91df448a80a29da15cc978099564e205538c1f5b0ccbc7d594fdda56ab68e933b4bd528c57355534efe2875f4b78c6957d21d6c4fb5f0d5b99960687b5da8c5a,成都,都江堰分公司,2,6.85,6.85,6.92,6.89,6.85,6.89,6.85,6.85,0
84360fcc91a5bb8eb00294d0341dfbc01970266d68d3565cfc49b212643026cd523941aca3fc34b9fd54cd9e668b4a095aa555b5efef7bb6a114da4f1d5bad4e,雅安,汉源分公司,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1215a64fd71d459f56b89d7874d45677c1b8687fb7e8fbb99122f5ee43a55a2f6a096d0698468f87729a7263b5c73ec1af5b694488a74861ff85df0c8567acd5,成都,郫都分公司,2,5.09,4.5,4.6,4.4,3.87,4.28,3.49,3.5,0
d45e70da4c7eed9e2ecea6c73a7f8249357995d64cba3dfbab1a22761bcc254d6acdb75c9deb9102f5139c1f73667f433a72dcf6ede06b7fbce9a58a399529a3,成都,新都分公司,1,101.03,101.11,101.02,89.0,89.0,89.0,89.0,89.0,0
40279c3986999e5efe41a564f861c3ee9134ffe3533ebc31cd67559074ddf852d6fe388ecf92ec0a2b66a06575e96a8bccd9b65e4903ccb6bcf6c04d2d91d986,成都,高新分公司,5,,,,,,,,269.48,1
cbfad6fb8131a7aec6939ff6855fecb03c58d532b9fd3e8d9e6fcc93705a365c453b68c89e582fe05e04cf60644101653f73bd90879c9da2b7e403d096608ee1,成都,青羊分公司,1,19.51,17.0,17.15,17.15,17.0,17.0,17.0,17.0,0
db884bace498a933f9dc365c40390df5e36bddaf3fe2722c77ff4ea104db828dcea63374012999e6b716b39d63220f8f65c96acd3a1b4dcfa975d5cd882c2082,自贡,富顺县分公司,1,,,,,14.82,13.7,13.6,13.6,0
77606a54ed7cef8e4c63cde4cb8b34ef8af9246e559e9c3f815b2c33a4f29055cf12edc84f96102ffe482828dd75aec50c3f2cefb2eeb72e58898a556ac1561f,广元,利州区分公司,3,,,,,33.27,56.5,56.5,56.5,1
15a707eb607e5eea9dd7d269b17cc4516dad22ae859bdd73d2bd8ff377d7020b0343104b492e437fa8feba1596f3e8e193fd357f0e5bf2146937f956b06230b4,南充,西充分公司,1,,,,,13.35,20.0,20.1,20.1,0
87b032e92ef570df070a4e1d1e5ec641b217f8904a1afe18e4cdedb24fd3333811161a105c383aecf6d440e30a84009442124af909058a76c2115e55302c9761,成都,双流分公司,1,78.13,75.65,65.1,59.28,65.68,63.0,131.07,97.62,1
ca82a588a0f980408b8575a4b738ae2f97bc73ac769d8afc39862ea7754cbacafe29b43fef5ccc9fbb492628355f52e9b4d1f054eebf0dcd638c3f633bb23ad3,德阳,旌阳分公司,3,10.9,11.1,10.91,10.9,10.9,10.9,10.9,11.0,0
6c66ce8ea015f408be5f6ba1befe82452a69fabdb54345ed120cfa5e523ceeed60f632c942bdecec8423a32cf9a9eded47a050c0593cb2ddf8215afaf58f4ed3,成都,成都直属部门,1,103.6,102.5,105.0,105.0,105.0,105.0,105.0,105.0,0
c7228020d509bd59423ceafbf5d404b25d63a64312fe422267b074c07a1e339968b69ada4137f7608ddca8e5bcd650bf52db0b8529bad83aac8fc3a28be090ec,天府新区,直管区,5,112.0,112.0,141.7,141.7,141.7,112.0,112.0,112.0,0
08fb215ea43b06ec8a44edd472805c01b99abf5cee964193acee469de86b292c1bcdd792c85b9d104079409b6d1049ac1820acc0cad6e59ed83c7a194e39c4a4,天府新区,龙泉驿分公司,2,49.0,58.5,49.0,49.0,66.68,49.01,49.0,69.9,0
319bf930e01af4090846254b1a9c41589644a99125ed0649ce86219d78764f86994781db671ab7172d71669a9c647b09d8ce0adceb360e063a9ba80b11f3bbc3,成都,锦江分公司,1,128.96,138.98,79.05,82.19,50.0,79.58,79.0,79.3,0
b97847bb2b3559132d7e7490e1d20d0981d73f927aa8dc76671e5fb358968b47f6594dd5208cbc423333625882b290bc39346147779e5e74b314ededb81c1d5c,成都,青羊分公司,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
e7a334f49e7972d7023274f13400a62b553450b7bc9cca8449645de1253e5e959750bcb29015a91e7068ddab17f3d9a54c51abdd7762e5984f1a0cc1e5cc7c2f,成都,武侯分公司,1,36.03,11.38,12.96,13.57,24.2,19.01,23.28,13.41,0
b552bd5d109fcda209f9adac8b135cf154d1bb79ffbf91c2539e803934e7b015cfae46249969e2e84201ea5576cffb106828eaa3f9f2a153c8196bc0a4d5e4cc,凉山,会理县分公司,3,203.51,205.81,199.0,199.0,199.0,260.63,199.0,199.0,0
05496492d0707cdda34e7888f628d36d92d6e2fe7cbfb6fb80c1744e48f99d067ce24c0f21e64a7a5c75cb0b2804ed401ba995d3555903ba45a9c58dc858bc42,成都,武侯分公司,2,106.08,100.5,100.1,100.2,100.5,100.3,100.1,102.1,0
968375f2ce71daec79948fb4b4e218c56af40d76da0e52f17f6da05473caaa0495d63ae9c43da87356e59998821f52711ea057262166fdf1a72c56f832781c52,成都,武侯分公司,1,63.0,63.0,63.0,63.0,63.0,63.1,63.0,63.1,0
06c136efe597481861dfe9f4a24a3db70954e3a4f22cac38a246f589694a4b145872c2872f5d70769b8433931a105f985b66bcc7fa0470bc7fd24efb1825bdec,成都,高新分公司,1,139.0,169.2,139.2,139.8,141.46,140.0,156.72,140.1,0
4177956e995859af39aa6570fe4df2df6f12ac49fb956f9c716b52dce494042a5d264a41d2f314f2d658e0377c4658826e6f925affefa9989693aad67ee3e622,成都,成都直属部门,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
fad3b5e2d8b923c85dd24745ec7e1191898bc447a9b5d052f87bd4302ba389ddd65c3162d943e5fae9eef0e0a99f51fb49005e8535506fa360772d80c655c7bf,攀枝花,东区分公司,1,55.0,55.0,55.0,55.1,55.0,55.2,55.0,55.0,0
65e0f02bb333ee6c995e49d7d7a05310c7d5ce1cce25169c31f0615bf5c72820c8d7e243780d622cc97aabe4346e77541ebf93770cb7156dfd42c57d6078caf7,成都,青羊分公司,1,99.0,109.6,109.0,109.0,109.2,113.5,113.6,113.5,0
2d4ae43b0ca7bcc611eef35dc0558e9c4604126b77c9a5aff76cd3d75f9eeded17c082780c97c1db18012bf5f8abadcc43d5cc3de79b48b8f9ba74aeaa9363f0,成都,成都直属部门,2,230.75,373.9,231.05,230.68,244.51,230.87,230.56,251.49,0
31882eaf5ffc4d9264ef2a4bd6325a2a411f589cb3911b6d7758b5195d17e3f88ca7f44b1de547e9d0895b9fa4fa5d17d944b7deb80969138a2fa89e7b47713d,资阳,安岳分公司,3,99.3,99.3,99.1,99.0,99.8,99.6,99.0,118.5,1
3b54780e5f4cdf1c586fe15326ece5b7e0cc76e84a703948bd7ebd8c5f80d5a8511668b72b4cc9d271f8dbe1d642747b9946bfabe3b42aff73242e31ef6527ce,天府新区,直管区,4,,,,,19.96,,,,1
7b6e1cc86b1dd51d9d6f61c7cf378ef5cabd0d3b3f168d191c6534c4d2a19b00be738fcaf63bacb16ef1bd3123873992bf6b8cb947aea3aad10b44eb03953c48,成都,都江堰分公司,1,20.82,13.72,18.85,21.04,11.0,11.1,11.2,11.1,0
bbd5fe6a1ad51403a6b062ee436775616ffff2e40e8b69712e071bd4d181055d02ec78116c240140486ded0de2879c868ab8240421c56f3e91843b2e0eef60e3,达州,达川区分公司,1,16.8,16.8,16.8,16.8,19.08,16.8,20.79,16.99,0
8bef795f6bd951a59136e4b7d8a28bccd9c38d8724436d1c240fc6a00b4cf0029a8e6b10a5d8b9ba5a1565d6fff6e7a84a0397fa08c2ece9e0de76fbbe4e2d99,达州,开江县分公司,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
